source_reindex,target_reindex,Relation
2048407,19088501,wk
2048430,2046429,wk
2048430,19092061,wk
2048430,2051829,wk
2048430,19091348,wk
2048430,2123390,wk
2048445,2047639,wk
2048445,2051471,wk
2048458,2048648,wk
2048458,19088702,wk
2048458,2057249,wk
2048458,19087507,wk
2048458,2131382,wk
2048459,2057256,wk
2048459,2055797,wk
2048459,19086649,wk
2048459,2161635,wk
2048459,2136714,wk
2048459,2147566,wk
2048467,2049467,wk
2048467,19095770,wk
2048467,2049512,wk
2048467,19093108,wk
2048467,2100166,wk
2048467,2152748,wk
2048477,2053222,wk
2048477,19090440,wk
2048477,2053343,wk
2048477,19088841,wk
2048477,2106449,wk
2048477,2120702,wk
2048489,2052288,wk
2048489,19091345,wk
2048489,2058756,wk
2048489,19086646,wk
2048489,2086189,wk
2048489,2144889,wk
2045461,2046508,wk
2045461,19095356,wk
2045461,2046978,wk
2045461,19094323,wk
2045461,2088443,wk
2045461,2109456,wk
2045461,2083108,wk
2045468,2047633,wk
2045468,19089732,wk
2045468,2048611,wk
2045468,19088983,wk
2045468,2162161,wk
2045525,2049206,wk
2045525,19091894,wk
2045525,2050450,wk
2045525,19088015,wk
2045525,2080520,wk
2045537,2047052,wk
2045537,2159218,wk
2045537,2048560,wk
2045537,2152076,wk
2045541,2049133,wk
2045541,19094647,wk
2045541,2051130,wk
2045541,19093061,wk
2045541,2125132,wk
2045556,2056729,wk
2045556,19094041,wk
2045556,2058467,wk
2045556,2155396,wk
2045556,2093104,wk
2045556,2091812,wk
2045608,2060799,wk
2045608,2162318,wk
2045608,2070491,wk
2045608,2151971,wk
2045608,2104677,wk
2045608,2107272,wk
2045608,2152331,wk
2045624,2047346,wk
2045624,19094480,wk
2045624,2050132,wk
2045624,19093097,wk
2045624,2126478,wk
2045624,2100946,wk
2045624,2123479,wk
2045656,2047080,wk
2045656,2067010,wk
2045656,19095755,wk
2045656,19093191,wk
2045656,2109790,wk
2045656,2117199,wk
2045677,2049972,wk
2045677,19094236,wk
2045677,2050604,wk
2045677,19094152,wk
2045677,2054155,wk
2045703,2046643,wk
2045703,2157452,wk
2045703,2052023,wk
2045703,2153460,wk
2045703,2074345,wk
2045752,2049858,wk
2045752,19094576,wk
2045752,2054373,wk
2045752,19092051,wk
2045752,2157154,wk
2045752,2064741,wk
2045770,2051566,wk
2045770,19096025,wk
2045770,2051641,wk
2045770,19087511,wk
2045770,2091459,wk
2045833,2049298,wk
2045833,2161689,wk
2045833,2054362,wk
2045833,2159419,wk
2045833,2077739,wk
2045836,2052965,wk
2045836,19090426,wk
2045836,2053009,wk
2045836,19088948,wk
2045836,2056914,wk
2045843,2048781,wk
2045843,2062666,wk
2045843,19092398,wk
2045843,2114034,wk
2045843,2156685,wk
2045871,2051671,wk
2045871,19095273,wk
2045871,2051950,wk
2045871,19093022,wk
2045871,2133877,wk
2045871,2151111,wk
2045873,2047446,wk
2045873,19093620,wk
2045873,2050406,wk
2045873,2157489,wk
2045873,2114089,wk
2045922,2048935,wk
2045922,19088967,wk
2045922,2064409,wk
2045922,2157495,wk
2045922,2127304,wk
2045923,2063829,wk
2045923,19091399,wk
2045923,2078592,wk
2045923,19087029,wk
2045923,2143660,wk
2045923,2118418,wk
2045923,2159068,wk
2045998,2046369,wk
2045998,19093802,wk
2045998,2048495,wk
2045998,19090702,wk
2045998,2083160,wk
2046057,2048984,wk
2046057,2053898,wk
2046057,19091606,wk
2046057,2087727,wk
2046057,2129157,wk
2046065,2046521,wk
2046065,2159956,wk
2046065,2049106,wk
2046065,2154341,wk
2046065,2107747,wk
2046065,2106547,wk
2046066,2050265,wk
2046066,19095667,wk
2046066,2059790,wk
2046066,19093431,wk
2046066,2068287,wk
2046067,2053922,wk
2046067,19092992,wk
2046067,2055705,wk
2046067,19087999,wk
2046080,2051595,wk
2046080,2051714,wk
2046080,19095482,wk
2046080,2082234,wk
2046080,2136738,wk
2046112,2052425,wk
2046112,2055050,wk
2046112,19094383,wk
2046177,2047329,wk
2046177,2051383,wk
2046177,19093008,wk
2046180,2047085,wk
2046180,19093873,wk
2046180,2048801,wk
2046180,19092139,wk
2046180,2091456,wk
2046180,2114036,wk
2046185,2054834,wk
2046185,2161697,wk
2046185,2059458,wk
2046185,2154113,wk
2046185,2123385,wk
2046190,2047764,wk
2046190,19095164,wk
2046190,2051357,wk
2046190,19094572,wk
2046190,2125681,wk
2046190,19091362,wk
2046190,2136478,wk
2046219,2048835,wk
2046219,2160805,wk
2046219,2052452,wk
2046219,2155419,wk
2046219,2107934,wk
2046223,2047810,wk
2046223,19094159,wk
2046223,2053908,wk
2046223,2150863,wk
2046223,2093210,wk
2046223,2106744,wk
2046335,2053734,wk
2046335,19094211,wk
2046335,2056768,wk
2046335,19091621,wk
2046335,2066613,wk
2046369,2048495,wk
2046369,2051675,wk
2046369,19093802,wk
2046369,2083075,wk
2046369,2118464,wk
2046369,2077435,wk
2046381,2048653,wk
2046381,19091730,wk
2046381,2059549,wk
2046381,2146550,wk
2046381,2129868,wk
2046383,2053624,wk
2046383,19095016,wk
2046383,2056133,wk
2046383,19092357,wk
2046383,2134226,wk
2046383,2068447,wk
2046402,2053014,wk
2046402,19094989,wk
2046402,2055249,wk
2046402,19090832,wk
2046402,2147754,wk
2046402,2090191,wk
2046402,2084724,wk
2046402,2110862,wk
2046426,2054169,wk
2046426,19089886,wk
2046426,2054810,wk
2046426,19089539,wk
2046426,19086922,wk
2046426,2090860,wk
2046429,2051829,wk
2046429,2048642,wk
2046429,19092061,wk
2046436,2052031,wk
2046436,19094008,wk
2046436,2048554,wk
2046436,2151169,wk
2046436,2128067,wk
2046448,2046898,wk
2046448,2048551,wk
2046448,19096004,wk
2046448,2144599,wk
2046448,2053521,wk
2046504,2052145,wk
2046504,19093343,wk
2046504,2050961,wk
2046504,19091522,wk
2046504,2154638,wk
2046504,2099278,wk
2046508,2046978,wk
2046508,2051679,wk
2046508,19095356,wk
2046521,2049106,wk
2046521,2050183,wk
2046521,2159956,wk
2046521,2107747,wk
2046521,2106547,wk
2046539,2047429,wk
2046539,19091762,wk
2046539,2052308,wk
2046539,19087402,wk
2046539,2135208,wk
2046539,2126703,wk
2046592,2050964,wk
2046592,19091617,wk
2046592,2057742,wk
2046592,19087905,wk
2046592,2085960,wk
2046592,2058185,wk
2046592,2086055,wk
2046640,2051599,wk
2046640,2052627,wk
2046640,19094378,wk
2046640,19090201,wk
2046640,2129975,wk
2046640,2092423,wk
2046640,2106177,wk
2046643,2052023,wk
2046643,2057497,wk
2046643,2157452,wk
2046643,2093440,wk
2046643,2072745,wk
2046649,2050950,wk
2046649,19089794,wk
2046649,2051469,wk
2046649,19088192,wk
2046649,2074923,wk
2046649,2067035,wk
2046650,2049391,wk
2046650,19095427,wk
2046650,2049372,wk
2046650,19094725,wk
2046650,2117940,wk
2046650,2128147,wk
2046650,2074503,wk
2046650,2142924,wk
2046651,2049883,wk
2046651,19091607,wk
2046651,2050108,wk
2046651,19090148,wk
2046651,2117072,wk
2046651,2086360,wk
2046703,2050987,wk
2046703,19094754,wk
2046703,2069179,wk
2046703,19087802,wk
2046703,2136248,wk
2046703,2140845,wk
2046725,2054602,wk
2046725,19091004,wk
2046725,2061960,wk
2046725,19090292,wk
2046725,2119632,wk
2046836,2047486,wk
2046836,19092434,wk
2046836,2053673,wk
2046836,19092115,wk
2046836,2073359,wk
2046836,2094340,wk
2046841,2051297,wk
2046841,2149628,wk
2046841,2054010,wk
2046841,2142759,wk
2046841,2140768,wk
2046864,2050339,wk
2046864,19087217,wk
2046864,2050607,wk
2046864,2160960,wk
2046864,2143279,wk
2046864,2152740,wk
2046864,2080504,wk
2046898,2048551,wk
2046898,2049279,wk
2046898,2117437,wk
2046898,2053722,wk
2046978,2051679,wk
2046978,2051142,wk
2046989,2051890,wk
2046989,19092914,wk
2046989,2049977,wk
2046989,19090854,wk
2046989,19088200,wk
2046989,2149095,wk
2046989,2150797,wk
2047033,2050839,wk
2047033,2161391,wk
2047033,2056721,wk
2047033,2157401,wk
2047033,2138345,wk
2047033,2077079,wk
2047045,2055487,wk
2047045,2059227,wk
2047045,2151809,wk
2047045,2136105,wk
2047045,2120930,wk
2047052,2048560,wk
2047052,2055340,wk
2047052,2159218,wk
2047052,2152076,wk
2047052,2103096,wk
2047078,2049680,wk
2047078,2049959,wk
2047078,19094526,wk
2047078,2096291,wk
2047080,2067010,wk
2047080,2071352,wk
2047080,2109682,wk
2047085,2048801,wk
2047085,2050102,wk
2047085,19093873,wk
2047085,2131163,wk
2047093,2053576,wk
2047093,19092613,wk
2047093,2053619,wk
2047093,19091590,wk
2047093,2083061,wk
2047094,2049565,wk
2047094,19090886,wk
2047094,2053999,wk
2047094,19089174,wk
2047104,2047178,wk
2047104,19095936,wk
2047104,2055486,wk
2047104,19094617,wk
2047104,2140608,wk
2047104,2061666,wk
2047117,2048706,wk
2047117,2055592,wk
2047117,19094913,wk
2047117,2146424,wk
2047135,2051632,wk
2047135,19094643,wk
2047135,2053333,wk
2047135,2159686,wk
2047135,2103474,wk
2047135,2059684,wk
2047178,2055486,wk
2047178,2056904,wk
2047178,19095936,wk
2047178,19094617,wk
2047193,2047473,wk
2047193,19095520,wk
2047193,2051997,wk
2047193,19093309,wk
2047193,2131224,wk
2047193,2105144,wk
2047233,2050904,wk
2047233,2058687,wk
2047233,2106044,wk
2047233,2096237,wk
2047233,2103325,wk
2047267,2049989,wk
2047267,19094862,wk
2047267,2053920,wk
2047267,19089451,wk
2047267,2081051,wk
2047280,2052200,wk
2047280,19093078,wk
2047280,2060236,wk
2047280,19089167,wk
2047280,19088460,wk
2047280,2160223,wk
2047329,2051383,wk
2047329,2054824,wk
2047346,2050132,wk
2047346,2051350,wk
2047346,19094480,wk
2047346,2105690,wk
2047347,2051324,wk
2047347,19091100,wk
2047347,2054906,wk
2047347,2162445,wk
2047347,2106133,wk
2047347,2082261,wk
2047348,2051790,wk
2047348,19087476,wk
2047348,2054231,wk
2047348,2148552,wk
2047348,2105416,wk
2047348,2114557,wk
2047350,2063315,wk
2047350,19095891,wk
2047350,2061931,wk
2047350,2160402,wk
2047350,2157080,wk
2047388,2074230,wk
2047388,2083569,wk
2047388,2160097,wk
2047388,2126709,wk
2047388,2129582,wk
2047406,2049196,wk
2047406,2049684,wk
2047406,19094843,wk
2047406,2058163,wk
2047406,2118804,wk
2047429,2052308,wk
2047429,2054707,wk
2047429,19091762,wk
2047429,2080251,wk
2047429,2154472,wk
2047429,2077543,wk
2047429,2135208,wk
2047446,2050406,wk
2047446,2050740,wk
2047446,19093620,wk
2047446,2063572,wk
2047446,2090279,wk
2047446,2114089,wk
2047446,2143746,wk
2047456,2076431,wk
2047456,19092984,wk
2047456,2080679,wk
2047456,2156452,wk
2047456,2095828,wk
2047456,2140847,wk
2047473,2051997,wk
2047473,2055584,wk
2047473,19095520,wk
2047473,19086966,wk
2047486,2053673,wk
2047486,2052413,wk
2047486,19092434,wk
2047486,19092115,wk
2047486,2153181,wk
2047486,2143517,wk
2047490,2058255,wk
2047490,19089491,wk
2047490,2058256,wk
2047490,19087194,wk
2047490,2160699,wk
2047490,2067180,wk
2047490,2086783,wk
2047495,2053217,wk
2047495,2161518,wk
2047495,2066559,wk
2047495,2163221,wk
2047495,2107728,wk
2047567,2050104,wk
2047567,19096094,wk
2047567,2051243,wk
2047567,19087893,wk
2047567,2148710,wk
2047567,2073719,wk
2047567,2066174,wk
2047633,2048611,wk
2047633,2055621,wk
2047633,19089732,wk
2047633,2142312,wk
2047633,2123412,wk
2047633,2086085,wk
2047639,2051471,wk
2047639,2053423,wk
2047639,2146941,wk
2047639,2069604,wk
2047658,2051969,wk
2047658,19094932,wk
2047658,2053680,wk
2047658,19090317,wk
2047676,2053613,wk
2047676,19088784,wk
2047676,2054154,wk
2047676,2160409,wk
2047676,2070927,wk
2047676,2095215,wk
2047687,2053318,wk
2047687,19090088,wk
2047687,2054808,wk
2047687,2161455,wk
2047687,2110039,wk
2047710,2052589,wk
2047710,2157442,wk
2047710,2053988,wk
2047710,2155513,wk
2047710,2061825,wk
2047710,2057782,wk
2047715,2053748,wk
2047715,2157615,wk
2047715,2056506,wk
2047715,2156987,wk
2047715,2086576,wk
2047715,2126303,wk
2047725,2049958,wk
2047725,19091427,wk
2047725,2053086,wk
2047725,19090477,wk
2047764,2051357,wk
2047764,2053500,wk
2047764,19095164,wk
2047764,2083604,wk
2047788,2051836,wk
2047788,2156711,wk
2047788,2063652,wk
2047788,2156662,wk
2047788,2150177,wk
2047788,2118961,wk
2047810,2053908,wk
2047810,2053124,wk
2047810,19094159,wk
2047810,2150613,wk
2048495,2051675,wk
2048495,2051372,wk
2048495,2077435,wk
2049211,2051779,wk
2049211,19094525,wk
2049211,2048555,wk
2049211,19093506,wk
2049211,2084090,wk
2049211,2101254,wk
2050649,2048576,wk
2050649,19095421,wk
2050649,2050283,wk
2050649,19091604,wk
2050649,2075919,wk
2051566,2051641,wk
2051566,2050655,wk
2051566,19096025,wk
2051566,2077567,wk
2051566,2147334,wk
2051790,2054231,wk
2051790,2064751,wk
2051790,19087476,wk
2051790,2069262,wk
2051969,2053680,wk
2051969,2052544,wk
2051969,19094932,wk
2051969,2067886,wk
2052023,2057497,wk
2052023,2059584,wk
2048517,2053344,wk
2048517,19090813,wk
2048517,2057305,wk
2048517,19090159,wk
2048517,2076603,wk
2048517,2156998,wk
2048701,2051125,wk
2048701,19095546,wk
2048701,2053406,wk
2048701,19095271,wk
2048701,2130678,wk
2048701,2069479,wk
2049133,2051130,wk
2049133,2061643,wk
2049133,19094647,wk
2049133,2062782,wk
2049133,2113589,wk
2049391,2049372,wk
2049391,2061042,wk
2049391,19095427,wk
2049391,2074070,wk
2049711,2057468,wk
2049711,19094484,wk
2049711,2055909,wk
2049711,2163318,wk
2049711,2093384,wk
2049711,2102171,wk
2049711,2152607,wk
2049997,2052152,wk
2049997,19088660,wk
2049997,2054463,wk
2049997,19088287,wk
2049997,2134395,wk
2049997,2084083,wk
2049997,2134241,wk
2050374,2049149,wk
2050374,19095563,wk
2050374,2052616,wk
2050374,19095189,wk
2050374,2123296,wk
2050374,2085358,wk
2051132,2050612,wk
2051132,19095830,wk
2051132,2055053,wk
2051132,19093117,wk
2051132,2152217,wk
2051143,2048607,wk
2051143,19095394,wk
2051143,2049728,wk
2051143,19091786,wk
2051143,2152997,wk
2051143,2140940,wk
2051143,2159864,wk
2051297,2054010,wk
2051297,2104093,wk
2051297,2149628,wk
2051297,2134957,wk
2051297,2136551,wk
2051297,2140768,wk
2051593,2062220,wk
2051593,2150098,wk
2051593,2066947,wk
2051593,2145502,wk
2051593,2118605,wk
2051593,2083794,wk
2051595,2051714,wk
2051595,2056799,wk
2051599,2052627,wk
2051599,2056057,wk
2051599,2073122,wk
2051599,2076514,wk
2051632,2053333,wk
2051632,2057402,wk
2051632,19094643,wk
2051632,2127210,wk
2051632,2109918,wk
2051641,2050655,wk
2051641,2052893,wk
2051641,19087511,wk
2051648,2050524,wk
2051648,19092881,wk
2051648,2050546,wk
2051648,19091614,wk
2051648,2086395,wk
2051648,2102558,wk
2051648,2069147,wk
2051661,2105298,wk
2051661,19088578,wk
2051661,2106260,wk
2051661,2157748,wk
2051671,2051950,wk
2051671,2051405,wk
2051671,19095273,wk
2051671,2156530,wk
2051671,2083973,wk
2051675,2051372,wk
2051675,2055221,wk
2051679,2051142,wk
2051679,2067947,wk
2051679,2083108,wk
2051679,2134007,wk
2051697,2057368,wk
2051697,2158125,wk
2051697,2056143,wk
2051697,2154867,wk
2051697,2106946,wk
2051701,2065351,wk
2051701,19091268,wk
2051701,2085820,wk
2051701,19090946,wk
2051701,2142289,wk
2051701,2093458,wk
2051714,2056799,wk
2051714,2065636,wk
2051714,2075654,wk
2051738,2052157,wk
2051738,19095718,wk
2051738,2048569,wk
2051738,19091480,wk
2051738,2050204,wk
2051738,2063648,wk
2051738,2074934,wk
2051738,2143894,wk
2051741,2052206,wk
2051741,19094061,wk
2051741,2057246,wk
2051741,19093397,wk
2051741,2117435,wk
2051741,2086839,wk
2051755,2051966,wk
2051755,19093785,wk
2051755,2054399,wk
2051755,19092705,wk
2051779,2048555,wk
2051779,2052727,wk
2051779,19094525,wk
2051789,2053634,wk
2051789,19090708,wk
2051789,2053958,wk
2051789,19089202,wk
2051789,2120575,wk
2051789,2124779,wk
2051789,2158512,wk
2051829,2048642,wk
2051829,2053744,wk
2051836,2063652,wk
2051836,2068838,wk
2051836,2156711,wk
2051836,2156662,wk
2051857,2052089,wk
2051857,19093483,wk
2051857,2049420,wk
2051857,19088545,wk
2051857,2147991,wk
2051890,2049977,wk
2051890,2051524,wk
2051890,19092914,wk
2051890,2093169,wk
2051895,2060450,wk
2051895,19093819,wk
2051895,2067023,wk
2051895,19092344,wk
2051895,19087254,wk
2051899,2050118,wk
2051899,19095956,wk
2051899,2054996,wk
2051899,2162572,wk
2051950,2051405,wk
2051950,2056413,wk
2051960,2057153,wk
2051960,19089019,wk
2051960,2063545,wk
2051960,19087808,wk
2051966,2054399,wk
2051966,2056757,wk
2051966,19093785,wk
2051966,2070092,wk
2051993,2050719,wk
2051993,2161062,wk
2051993,2053783,wk
2051993,2160099,wk
2051993,2157841,wk
2051997,2055584,wk
2051997,2058155,wk
2051997,2081223,wk
2051997,2113613,wk
2051997,2136309,wk
2052013,2053587,wk
2052013,19093604,wk
2052013,2053777,wk
2052013,19088671,wk
2052013,2125312,wk
2052025,2053630,wk
2052025,19091037,wk
2052025,2052832,wk
2052025,2151673,wk
2052025,2066418,wk
2052025,2065143,wk
2052031,2048554,wk
2052031,2057569,wk
2052031,19094008,wk
2052031,2139668,wk
2052031,2126494,wk
2052060,2053447,wk
2052060,19090651,wk
2052060,2053826,wk
2052060,19089999,wk
2052060,2086224,wk
2052060,2086041,wk
2052089,2049420,wk
2052089,2053579,wk
2052089,19093483,wk
2052144,2053155,wk
2052144,19096011,wk
2052144,2052799,wk
2052144,19095878,wk
2052144,2138250,wk
2052144,2131693,wk
2052144,2108530,wk
2052144,19090491,wk
2052145,2050961,wk
2052145,2054568,wk
2052145,19093343,wk
2052145,2146626,wk
2052150,2055837,wk
2052150,19095679,wk
2052150,2057645,wk
2052150,19095243,wk
2052150,2146631,wk
2052152,2054463,wk
2052152,2055435,wk
2052152,19088660,wk
2052152,2129934,wk
2052157,2048569,wk
2052157,2049848,wk
2052157,19095718,wk
2052157,2068184,wk
2052182,2050010,wk
2052182,2055372,wk
2052182,19090384,wk
2052182,2055821,wk
2048551,2049279,wk
2048551,2050380,wk
2048554,2057569,wk
2048554,2056808,wk
2048554,2134472,wk
2048554,2057775,wk
2048555,2052727,wk
2048555,2061134,wk
2048555,2077321,wk
2048560,2055340,wk
2048560,2062744,wk
2048560,2070772,wk
2048569,2049848,wk
2048569,2050204,wk
2048569,2076357,wk
2048569,2058736,wk
2048569,2096158,wk
2048576,2050283,wk
2048576,2053064,wk
2048576,19095421,wk
2048576,2125744,wk
2048576,19088248,wk
2048607,2049728,wk
2048607,2053306,wk
2048607,19095394,wk
2048607,2079405,wk
2048607,2119611,wk
2048607,2114499,wk
2048607,2140940,wk
2048611,2055621,wk
2048611,2056722,wk
2048611,2142312,wk
2048619,2050876,wk
2048619,19094538,wk
2048619,2067923,wk
2048619,19090336,wk
2048619,2086506,wk
2048619,2106393,wk
2048619,2144036,wk
2048632,2053639,wk
2048632,19095774,wk
2048632,2057017,wk
2048632,19095657,wk
2048632,2139255,wk
2048642,2053744,wk
2048642,2053968,wk
2048642,2105626,wk
2048642,2089115,wk
2048642,2111410,wk
2048646,2051300,wk
2048646,19095227,wk
2048646,2056084,wk
2048646,19093612,wk
2048646,2161385,wk
2048648,2057249,wk
2048648,2054496,wk
2048648,19088702,wk
2048648,2150193,wk
2048653,2059549,wk
2048653,2068964,wk
2048653,19091730,wk
2048659,2049374,wk
2048659,19093291,wk
2048659,2049566,wk
2048659,2162690,wk
2048659,2115014,wk
2048659,2088100,wk
2048683,2057179,wk
2048683,2160837,wk
2048683,2057510,wk
2048683,2153741,wk
2048683,2091571,wk
2048683,2082432,wk
2048683,2140499,wk
2048685,2049401,wk
2048685,2057773,wk
2048685,19091235,wk
2048706,2055592,wk
2048706,2056714,wk
2048706,19088121,wk
2048706,2150976,wk
2048771,2054092,wk
2048771,2058201,wk
2048771,19092117,wk
2048771,2124966,wk
2048774,2050333,wk
2048774,19094370,wk
2048774,2051305,wk
2048774,19093120,wk
2048774,2131667,wk
2048774,2061929,wk
2048774,2088604,wk
2048781,2062666,wk
2048781,2065178,wk
2048781,19092398,wk
2048781,2095894,wk
2048781,2157921,wk
2048796,2059638,wk
2048796,2075352,wk
2048796,19086890,wk
2048796,2092537,wk
2048796,2149809,wk
2048801,2050102,wk
2048801,2051117,wk
2048801,2115728,wk
2048801,2158574,wk
2048835,2052452,wk
2048835,2057787,wk
2048835,2160805,wk
2048916,2049541,wk
2048916,2050453,wk
2048916,19088036,wk
2048935,2064409,wk
2048935,2070658,wk
2048935,19088967,wk
2048935,2154594,wk
2048984,2053898,wk
2048984,2054184,wk
2049023,2053745,wk
2049023,19089945,wk
2049023,2057250,wk
2049023,2161438,wk
2049023,2062072,wk
2049053,2049277,wk
2049053,19092708,wk
2049053,2052977,wk
2049053,19091631,wk
2049053,2126315,wk
2049053,2138845,wk
2049094,2053926,wk
2049094,19090970,wk
2049094,2071148,wk
2049094,2160786,wk
2049094,2089517,wk
2049094,2113699,wk
2049094,2102586,wk
2049101,2053341,wk
2049101,19087744,wk
2049101,2052451,wk
2049101,19086902,wk
2049101,2154615,wk
2049101,2128488,wk
2049106,2050183,wk
2049106,2058545,wk
2049106,2140853,wk
2049106,2107747,wk
2049117,2050281,wk
2049117,19088231,wk
2049117,2052415,wk
2049117,19086672,wk
2049117,2084731,wk
2049117,2087082,wk
2049130,2049432,wk
2049130,19095529,wk
2049130,2057050,wk
2049130,19090016,wk
2049130,2075522,wk
2049130,2061411,wk
2049149,2052616,wk
2049149,2059835,wk
2049149,19095563,wk
2049149,19095189,wk
2049159,2052636,wk
2049159,2063302,wk
2049159,19094033,wk
2049173,2049488,wk
2049173,19095512,wk
2049173,2053415,wk
2049173,19093896,wk
2049173,2161925,wk
2049173,2149618,wk
2049196,2049684,wk
2049196,2050286,wk
2049206,2050450,wk
2049206,2059194,wk
2049206,19091894,wk
2049219,2049530,wk
