source_reindex,target_reindex,Relation
2061912,2084606,dc
2061912,2073999,dc
2061912,2073792,dc
2061912,2130039,dc
2061912,2128902,dc
2062214,2123469,dc
2062214,2122003,dc
2062214,2099729,dc
2062214,2148801,dc
2062214,2101018,dc
2062214,2088355,dc
2062215,2084575,dc
2062215,2142613,dc
2062215,2124796,dc
2062215,2122549,dc
2062538,2080591,dc
2062538,2115318,dc
2062538,2086532,dc
2062538,2134812,dc
2062767,2120996,dc
2062767,2068120,dc
2062776,2098760,dc
2062776,2153853,dc
2062776,2062777,dc
2062776,2144168,dc
2062776,2089778,dc
2062776,2071097,dc
2062777,2089813,dc
2062777,2153853,dc
2062777,2144168,dc
2064427,2148844,dc
2064427,2143912,dc
2064427,2157703,dc
2064427,2072182,dc
2065623,2086037,dc
2065623,2116975,dc
2065623,2145085,dc
2065623,2116750,dc
2067184,2095260,dc
2067184,2104150,dc
2067184,2076700,dc
2063625,2157701,dc
2063625,2102266,dc
2063625,2126121,dc
2063625,2116967,dc
2063625,2154161,dc
2063699,2148844,dc
2063699,2133492,dc
2063699,2099260,dc
2063699,2079571,dc
2063699,2083544,dc
2063699,2108254,dc
2063812,2073792,dc
2063812,2130039,dc
2063812,2137716,dc
2063812,2093562,dc
2063856,2132870,dc
2063856,2159088,dc
2063856,2137548,dc
2063856,2114749,dc
2063913,2145398,dc
2063913,2125799,dc
2063913,2110999,dc
2063913,2114115,dc
2063913,2134812,dc
2063973,2109604,dc
2063973,2160484,dc
2063973,2134347,dc
2064088,2150162,dc
2064088,2155678,dc
2064088,2159125,dc
2064088,2124000,dc
2064108,2136092,dc
2064108,2089288,dc
2064108,2102438,dc
2064108,2069935,dc
2064108,2084707,dc
2064439,2088850,dc
2064439,2115860,dc
2064439,2085956,dc
2064439,2123925,dc
2064527,2146262,dc
2064527,2073345,dc
2064527,2081771,dc
2064538,2122549,dc
2064538,2124643,dc
2065089,2076610,dc
2065089,2078271,dc
2065089,2158812,dc
2065089,2067452,dc
2065191,2127494,dc
2065191,2081125,dc
2065191,2090728,dc
2065191,2151744,dc
2065191,2066721,dc
2065191,2109612,dc
2065240,2079349,dc
2065240,2128852,dc
2065240,2070924,dc
2065240,2140293,dc
2065391,2122912,dc
2065391,2088173,dc
2065391,2119929,dc
2065391,2086130,dc
2065391,2070301,dc
2065588,2084660,dc
2065588,2071890,dc
2065588,2137143,dc
2065588,2108392,dc
2065604,2067936,dc
2065604,2119425,dc
2065604,2087728,dc
2065604,2070598,dc
2065604,2144934,dc
2065604,2106406,dc
2065604,2155678,dc
2065720,2103600,dc
2065720,2072269,dc
2065720,2103849,dc
2065720,2083570,dc
2065720,2163014,dc
2066516,2080577,dc
2066516,2107409,dc
2066516,2084606,dc
2066516,2073999,dc
2066721,2090728,dc
2066721,2109612,dc
2066721,2083264,dc
2066845,2105595,dc
2066845,2085973,dc
2066845,2161695,dc
2066845,2156086,dc
2071347,2137596,dc
2071347,2146461,dc
2067936,2125264,dc
2067936,2119425,dc
2070830,2089778,dc
2070830,2136928,dc
2070830,2124499,dc
2070830,2112952,dc
2070924,2133458,dc
2070924,2146838,dc
2070924,2142832,dc
2071073,2106157,dc
2071097,2089778,dc
2071097,2140660,dc
2071097,2088026,dc
2071097,2155008,dc
2071122,2079470,dc
2071122,2136990,dc
2071122,2109782,dc
2071122,2083555,dc
2071376,2157777,dc
2071376,2094327,dc
2071376,2158176,dc
2071376,2068507,dc
2071376,2141931,dc
2067452,2103452,dc
2067452,2102780,dc
2067452,2143512,dc
2067452,2160005,dc
2067881,2094104,dc
2067881,2093977,dc
2067881,2102985,dc
2067881,2107456,dc
2067881,2074441,dc
2067881,2136194,dc
2068120,2106698,dc
2068120,2095727,dc
2068120,2113465,dc
2068120,2120996,dc
2068273,2106698,dc
2068273,2142704,dc
2068273,2155524,dc
2068273,2108324,dc
2068273,2113465,dc
2068475,2124647,dc
2068475,2149612,dc
2068475,2094949,dc
2068475,2086608,dc
2068475,2132870,dc
2068475,2159088,dc
2068479,2152321,dc
2068479,2152122,dc
2068479,2086416,dc
2068479,2114746,dc
2068504,2086451,dc
2068504,2134633,dc
2068504,2084051,dc
2068504,2101781,dc
2068504,2150081,dc
2068504,2087942,dc
2068507,2157777,dc
2068507,2080734,dc
2068507,2071648,dc
2068507,2158176,dc
2068507,2141931,dc
2068571,2157703,dc
2068571,2108254,dc
2068571,2071931,dc
2068571,2115202,dc
2068680,2136092,dc
2068680,2084707,dc
2068680,2089288,dc
2068680,2161650,dc
2068680,2138151,dc
2068907,2134391,dc
2068907,2129193,dc
2068907,2086608,dc
2068907,2137548,dc
2068907,2145729,dc
2068907,2114749,dc
2068907,2112528,dc
2069010,2120890,dc
2069010,2091186,dc
2069010,2143912,dc
2069335,2130085,dc
2069335,2124643,dc
2069335,2104112,dc
2069335,2074446,dc
2069935,2105749,dc
2069935,2085857,dc
2069935,2078124,dc
2069935,2143404,dc
2069978,2125633,dc
2069978,2136068,dc
2069978,2135240,dc
2069978,2123935,dc
2069978,2126701,dc
2069978,2086130,dc
2069978,2119929,dc
2069986,2116437,dc
2069986,2158568,dc
2069986,2120402,dc
2069986,2152321,dc
2070301,2123935,dc
2070301,2082961,dc
2070301,2086130,dc
2070301,2104908,dc
2070301,2113251,dc
2070567,2124678,dc
2070567,2102734,dc
2070567,2092204,dc
2070567,2161037,dc
2070598,2087728,dc
2070598,2144934,dc
2070598,2106406,dc
2070598,2138302,dc
2070643,2160005,dc
2070643,2129629,dc
2070643,2143978,dc
2070643,2145155,dc
2070643,2114125,dc
2070687,2124341,dc
2070687,2101995,dc
2070687,2091710,dc
2070687,2082293,dc
2070687,2162541,dc
2071648,2099069,dc
2071648,2094327,dc
2071648,2158176,dc
2072182,2157703,dc
2072182,2083544,dc
2072182,2085339,dc
2072182,2108254,dc
2073163,2124465,dc
2073163,2087019,dc
2073163,2102266,dc
2073163,2126121,dc
2073163,2116967,dc
2073520,2072872,dc
2073520,2138386,dc
2071890,2162050,dc
2071890,2084660,dc
2071890,2137143,dc
2071931,2115202,dc
2071931,2079571,dc
2072032,2159980,dc
2072032,2161662,dc
2072032,2144304,dc
2072032,2112992,dc
2072269,2094104,dc
2072269,2117296,dc
2072269,2103849,dc
2072269,2124775,dc
2072363,2094077,dc
2072363,2085682,dc
2072363,2135158,dc
2072484,2155124,dc
2072484,2137310,dc
2072484,2136977,dc
2072484,2146498,dc
2072546,2109604,dc
2072546,2160484,dc
2072546,2121533,dc
2072546,2124913,dc
2072872,2092265,dc
2072872,2091238,dc
2072872,2081125,dc
2072872,2151744,dc
2072906,2128160,dc
2072906,2090088,dc
2072906,2141196,dc
2073345,2128160,dc
2073345,2081771,dc
2073792,2073999,dc
2073792,2130039,dc
2073792,2132754,dc
2073792,2160752,dc
2073999,2080577,dc
2073999,2084606,dc
2074008,2084051,dc
2074008,2161875,dc
2074008,2101781,dc
2074395,2119610,dc
2074395,2096224,dc
2074395,2121503,dc
2074441,2093977,dc
2074441,2102985,dc
2074441,2107456,dc
2074441,2136194,dc
2074441,2083570,dc
2074446,2084575,dc
2074446,2106182,dc
2074446,2124796,dc
2074446,2104112,dc
2074515,2106218,dc
2074515,2107185,dc
2074515,2143061,dc
2074515,2149074,dc
2074763,2118253,dc
2074763,2123469,dc
2074763,2105467,dc
2074763,2162237,dc
2076668,2153943,dc
2076668,2132516,dc
2076668,2152155,dc
2076668,2130700,dc
2076668,2124753,dc
2076668,2159707,dc
2076700,2104150,dc
2076700,2157372,dc
2077001,2081195,dc
2077001,2087805,dc
2077001,2140682,dc
2077001,2159980,dc
2077097,2094504,dc
2077097,2109782,dc
2077097,2123457,dc
2077097,2083555,dc
2077322,2103600,dc
2077322,2124138,dc
2077322,2094104,dc
2077322,2136194,dc
2077322,2078817,dc
2077322,2079409,dc
2075711,2103848,dc
2075711,2104793,dc
2075711,2157697,dc
2075711,2138711,dc
2075711,2122568,dc
2075732,2083942,dc
2075732,2115551,dc
2075732,2139004,dc
2075801,2155678,dc
2075801,2159125,dc
2075801,2124000,dc
2075801,2161483,dc
2075801,2138302,dc
2076089,2157777,dc
2076089,2099518,dc
2076089,2115998,dc
2076234,2083505,dc
2076234,2107023,dc
2076234,2091710,dc
2076610,2145071,dc
2076610,2141483,dc
2076610,2153208,dc
2076610,2103452,dc
2076610,2102780,dc
2079972,2125286,dc
2079972,2147327,dc
2079972,2124496,dc
2079972,2104098,dc
2080098,2109612,dc
2080098,2083264,dc
2080159,2111417,dc
2080159,2124753,dc
2080159,2145906,dc
2080474,2103401,dc
2080474,2157346,dc
2080474,2092132,dc
2080474,2150152,dc
2080474,2125972,dc
2080511,2156240,dc
2080511,2113773,dc
2080511,2126813,dc
2080511,2114055,dc
2080577,2107409,dc
2080577,2132754,dc
2080577,2160752,dc
2078124,2085857,dc
2078124,2143404,dc
2078271,2158812,dc
2078271,2103452,dc
2078496,2138151,dc
2078496,2161650,dc
2078817,2124775,dc
2078817,2079409,dc
2078817,2093977,dc
2078817,2102985,dc
2078905,2135385,dc
2078905,2140293,dc
2078905,2120137,dc
2079023,2135781,dc
2079023,2095654,dc
2079023,2090204,dc
2079349,2137310,dc
2079349,2128852,dc
2079357,2125633,dc
2079357,2136068,dc
2079357,2135240,dc
2079357,2124581,dc
2079357,2122912,dc
2079357,2126701,dc
2079409,2103849,dc
2079409,2124775,dc
2079409,2093977,dc
2079470,2088850,dc
2079470,2090069,dc
2079470,2115860,dc
2079470,2127931,dc
2079470,2084257,dc
2079571,2148844,dc
2079571,2115202,dc
2079847,2123469,dc
2079847,2106049,dc
2079847,2086121,dc
2079847,2162237,dc
2079847,2101055,dc
2081125,2092265,dc
2081125,2091238,dc
2081125,2090728,dc
2081125,2151744,dc
2081808,2122800,dc
2081808,2087805,dc
2082780,2092204,dc
2082780,2161037,dc
2082780,2131103,dc
2082780,2114055,dc
2082811,2094077,dc
2082811,2085682,dc
2082811,2123324,dc
2082811,2119207,dc
2082811,2135158,dc
2082961,2122912,dc
2082961,2134993,dc
2082961,2088173,dc
2080591,2086532,dc
2080591,2131840,dc
2080591,2115318,dc
2080591,2125272,dc
2080591,2110999,dc
2080734,2115998,dc
2080836,2116437,dc
2080836,2130164,dc
2080836,2158568,dc
2080836,2120692,dc
2081195,2113648,dc
2081195,2122800,dc
2081195,2121775,dc
2081367,2162876,dc
2081704,2149258,dc
2081704,2100593,dc
2081704,2083715,dc
2081704,2103848,dc
2081704,2161189,dc
2081730,2145490,dc
2081730,2086743,dc
2081730,2155655,dc
2081730,2128054,dc
2081730,2150523,dc
2081771,2132586,dc
2082293,2116750,dc
2082293,2157846,dc
2082293,2162541,dc
2082344,2130374,dc
2082344,2127160,dc
2082344,2152236,dc
2082344,2145398,dc
2082344,2087201,dc
2082344,2125799,dc
2082464,2120237,dc
2082464,2139004,dc
2082464,2106157,dc
2082465,2123469,dc
2082465,2105467,dc
2082465,2122003,dc
2083570,2136194,dc
2083570,2163014,dc
2083685,2157701,dc
2083685,2146151,dc
2083685,2100819,dc
2083685,2115754,dc
2083685,2116967,dc
2083685,2102266,dc
2084290,2152303,dc
2084290,2159707,dc
2084290,2126567,dc
2084290,2115434,dc
2084290,2124753,dc
2084589,2151667,dc
2084589,2126841,dc
2084589,2157846,dc
2084660,2094077,dc
2084660,2085682,dc
2084660,2119207,dc
2084660,2162050,dc
2084660,2137143,dc
2085817,2114210,dc
2085857,2105749,dc
2085956,2088850,dc
2085956,2115860,dc
2085956,2123925,dc
2085973,2144053,dc
2085973,2105595,dc
2085973,2161695,dc
2086037,2124341,dc
2086037,2101995,dc
2086037,2107023,dc
2086037,2091710,dc
2086037,2116975,dc
2086121,2122003,dc
2086121,2106049,dc
2086121,2162237,dc
2086121,2148801,dc
2086130,2119929,dc
2086130,2104908,dc
2083264,2090728,dc
2083264,2109612,dc
2083505,2124341,dc
2083505,2101995,dc
2083544,2148844,dc
2083544,2099260,dc
2083544,2157703,dc
2083544,2085339,dc
2083544,2108254,dc
2083555,2123457,dc
2083555,2127931,dc
2083593,2086451,dc
2083593,2126369,dc
2083593,2134633,dc
2083593,2087139,dc
2083715,2100593,dc
2083715,2103848,dc
2083715,2104793,dc
2083715,2138711,dc
2083723,2120237,dc
2083723,2090259,dc
2083723,2153560,dc
2083723,2083942,dc
2083778,2120296,dc
2083778,2098845,dc
2083778,2111709,dc
2083778,2150082,dc
2083942,2156019,dc
2083942,2115551,dc
2084051,2093524,dc
2084051,2093261,dc
2084051,2161875,dc
2084257,2123925,dc
2084257,2094504,dc
2084257,2136990,dc
2084575,2111932,dc
2084575,2106182,dc
2084707,2136092,dc
2084707,2161650,dc
2085082,2145490,dc
2085082,2113441,dc
2085082,2095260,dc
2085082,2091457,dc
2085082,2157372,dc
2085145,2132725,dc
2085145,2121775,dc
2085339,2133492,dc
2085339,2108254,dc
2085673,2124678,dc
2085673,2152181,dc
2085673,2147897,dc
2085673,2101829,dc
2085682,2094077,dc
2085682,2123324,dc
2085682,2105922,dc
2087139,2087942,dc
2087201,2086532,dc
2087201,2152236,dc
2087201,2145398,dc
2087201,2125799,dc
2087201,2110999,dc
2088850,2115860,dc
2088850,2090069,dc
2088850,2123925,dc
2089019,2150082,dc
2089019,2134025,dc
2089019,2131948,dc
2089288,2136092,dc
2089288,2102438,dc
2086416,2120402,dc
2086416,2114746,dc
2086416,2129515,dc
2086416,2128594,dc
2086451,2134633,dc
2086451,2161752,dc
2086451,2126369,dc
2086532,2131840,dc
2086532,2130374,dc
2086532,2127160,dc
2086608,2134391,dc
2086608,2092631,dc
2086608,2094949,dc
2086608,2132870,dc
2086608,2159088,dc
2086627,2140660,dc
2086627,2155008,dc
2086627,2136928,dc
2086743,2145490,dc
2086743,2155655,dc
2086743,2113441,dc
2086743,2095260,dc
2087019,2100819,dc
2087019,2111458,dc
2087019,2124465,dc
2087019,2102266,dc
2087062,2095090,dc
2087062,2155674,dc
2087062,2114210,dc
2087062,2103317,dc
2087728,2119425,dc
2087728,2144934,dc
2087805,2140682,dc
2087942,2134633,dc
2088026,2161461,dc
2088026,2140660,dc
